date,description,amount,source_file
2024-05-24,Card Purchase With Pin 05/24 Arco #42405 Ampm Beaumont CA Card -,-52.98,9092 Statement May 2024.pdf
2024-05-28,Card Purchase 05/27 Wingstop 835 310-097-3152 CA Card 5058 -,-27.23,9092 Statement May 2024.pdf
2024-05-31,Card Purchase 05/31 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-9.98,9092 Statement May 2024.pdf
2024-05-31,Card Purchase 05/30 IN-N-Out Beaumont Beaumont CA Card 5058 -,-8.84,9092 Statement May 2024.pdf
2024-06-03,Card Purchase With Pin 05/31 Papa John 6350 W Ramse Banning CA -,-32.33,9092 Statement May 2024.pdf
2024-06-03,Card Purchase 06/01 IN-N-Out Beaumont Beaumont CA Card 5058 -,-8.84,9092 Statement May 2024.pdf
2024-06-03,Card Purchase With Pin 06/02 Arco #42405 Ampm Beaumont CA Card -,-55.05,9092 Statement May 2024.pdf
2024-06-05,Card Purchase 06/04 Dd Doordash Wingstop 855-973-1040 CA Card -,-18.66,9092 Statement May 2024.pdf
2024-06-05,Card Purchase 06/04 Ap Score Report 888-2255427 NY Card 5058 -,-15.00,9092 Statement May 2024.pdf
2024-06-06,Card Purchase 06/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement May 2024.pdf
2024-06-06,Card Purchase 06/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement May 2024.pdf
2024-06-07,ATM Cash Deposit 06/07 1693 E 2ND St Beaumont CA Card 5058,1300.00,9092 Statement May 2024.pdf
2024-06-10,ATM Cash Deposit 06/08 1693 E 2ND St Beaumont CA Card 5058,990.00,9092 Statement May 2024.pdf
2024-06-10,Card Purchase 06/07 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-49.99,9092 Statement May 2024.pdf
2024-06-10,Payment Sent 06/09 Cash App*Chaz 800-9691940 CA Card 5058 -,-50.00,9092 Statement May 2024.pdf
2024-06-11,Payment Received 06/11 Cash App*Albert*Cash San Francisco CA,18.00,9092 Statement May 2024.pdf
2024-06-11,ATM Cash Deposit 06/11 1693 E 2ND St Beaumont CA Card 5058,2080.00,9092 Statement May 2024.pdf
2024-06-17,Card Purchase 06/15 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-111.38,9092 Statement May 2024.pdf
2024-06-17,Card Purchase 06/15 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-4203.00,9092 Statement May 2024.pdf
2024-06-17,Card Purchase 06/15 Wingstop 835 310-097-3152 CA Card 5058 -,-19.59,9092 Statement May 2024.pdf
2024-07-17,Card Purchase 07/16 Farmer Boys - 1077 Beaumont CA Card 5058 -,-22.50,9092 Statement Jul 2024.pdf
2024-07-17,Card Purchase With Pin 07/16 Wal-Mart #5156 Beaumont CA Card 5058 -,-20.43,9092 Statement Jul 2024.pdf
2024-07-22,Card Purchase With Pin 07/20 Orkin LLC 002 Atlanta GA Card 5058 -,-366.00,9092 Statement Jul 2024.pdf
2024-07-22,Card Purchase 07/22 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Jul 2024.pdf
2024-07-22,Payment Sent 07/22 Cash App*Chaz San Francisco CA Card 5058 -,-40.00,9092 Statement Jul 2024.pdf
2024-07-25,ATM Cash Deposit 07/25 1693 E 2ND St Beaumont CA Card 5058,820.00,9092 Statement Jul 2024.pdf
2024-07-29,Card Purchase With Pin 07/27 Arco #42405 Ampm Beaumont CA Card -,-43.48,9092 Statement Jul 2024.pdf
2024-07-29,Card Purchase With Pin 07/29 Petsmart #3251 Banning CA Card 5058 -,-9.30,9092 Statement Jul 2024.pdf
2024-07-29,Card Purchase With Pin 07/28 Best Buy 00014415 Beaumont CA Card -,-16.15,9092 Statement Jul 2024.pdf
2024-07-29,Payment Received 07/29 Cash App*Albert*Cash San Francisco CA,140.00,9092 Statement Jul 2024.pdf
2024-07-29,Card Purchase 07/26 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-19.99,9092 Statement Jul 2024.pdf
2024-07-30,Card Purchase 07/30 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Jul 2024.pdf
2024-07-31,Card Purchase With Pin 07/31 Arco #42327 Ampm Beaumont CA Card -,-45.57,9092 Statement Jul 2024.pdf
2024-08-01,Card Purchase With Pin 07/31 Wal-Mart #5156 Beaumont CA Card 5058 -,-10.76,9092 Statement Jul 2024.pdf
2024-08-01,Card Purchase 07/31 Raising Canes 0470 Beaumont CA Card 5058 -,-14.00,9092 Statement Jul 2024.pdf
2024-08-01,Card Purchase 07/31 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Jul 2024.pdf
2024-08-02,Card Purchase 08/01 Popeyes 10714 Beaumont CA Card 5058 -,-14.65,9092 Statement Jul 2024.pdf
2024-08-02,Payment Sent 08/02 Cash App*Chaz San Francisco CA Card 5058 -,-151.00,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/02 Calstateapply 857-3042087 CA Card 5058 -,-280.00,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/02 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-13.15,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/03 Sq *Zen Gosq.Com CA Card 5058 -,-13.47,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/04 Wl *Steam Purchase 425-889-9642 WA Card -,-9.74,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/03 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-13.20,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase With Pin 08/05 Arco #42327 Ampm Beaumont CA Card -,-45.46,9092 Statement Jul 2024.pdf
2024-08-05,Card Purchase 08/01 Calstateapply 857-3042087 CA Card 5058 -,-70.00,9092 Statement Jul 2024.pdf
2024-08-06,Card Purchase 08/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jul 2024.pdf
2024-08-06,Card Purchase 08/05 Albertsons #3512 Banning CA Card 5058 -,-6.49,9092 Statement Jul 2024.pdf
2024-08-09,Card Purchase 08/08 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-13.20,9092 Statement Jul 2024.pdf
2024-08-12,Card Purchase With Pin 08/10 Wal-Mart Super Center Beaumont CA Card -,-17.06,9092 Statement Jul 2024.pdf
2024-09-18,Card Purchase With Pin 09/18 Orkin LLC 002 Atlanta GA Card 5058 -,-56.00,9092 Statement Sep 2024.pdf
2024-09-20,Card Purchase 09/19 Parchment-Univ Docs 480-719-1646 AZ Card -,-32.00,9092 Statement Sep 2024.pdf
2024-09-20,Card Purchase 09/19 Parchment-Univ Docs 480-719-1646 AZ Card -,-10.00,9092 Statement Sep 2024.pdf
2024-09-20,Payment Sent 09/19 Cash App*Skye Walker Oakland CA Card 5058 -,-20.00,9092 Statement Sep 2024.pdf
2024-09-24,Card Purchase 09/23 Steamgames.Com 4259522 425-8899642 WA -,-9.99,9092 Statement Sep 2024.pdf
2024-10-01,Card Purchase 10/01 Shockbyte Pty Ltd 0423137366 Card 5058 -,-23.99,9092 Statement Sep 2024.pdf
2024-10-01,Card Purchase 10/01 CA Dmv Fee 678-7315516 TN Card 5058 -,-0.88,9092 Statement Sep 2024.pdf
2024-10-01,Card Purchase 10/01 State of Calif Dmv Int 800-7770133 CA Card -,-45.00,9092 Statement Sep 2024.pdf
2024-10-01,Card Purchase 09/30 Wl *Steam Purchase 425-889-9642 WA Card -,-19.99,9092 Statement Sep 2024.pdf
2024-10-01,Recurring Card Purchase 10/01 Gradguard-Renters IN Httpsgradguar AZ -,-14.70,9092 Statement Sep 2024.pdf
2024-10-04,Card Purchase 10/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Sep 2024.pdf
2024-10-07,"Card Purchase 10/06 Csc Serviceworks, Inc. Plainview NY Card 5058 -",-20.00,9092 Statement Sep 2024.pdf
2024-10-07,Card Purchase 10/07 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Sep 2024.pdf
2024-10-07,Card Purchase 10/04 Rendezvous Music N Ve Arcata CA Card 5058 -,-2.70,9092 Statement Sep 2024.pdf
2024-10-10,Card Purchase 10/09 Hsu Bookstore #1268 Arcata CA Card 5058 -,-6.28,9092 Statement Sep 2024.pdf
2024-10-15,Card Purchase 10/14 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-9.99,9092 Statement Sep 2024.pdf
2024-10-15,Card Purchase 10/13 Wl *Steam Purchase 425-889-9642 WA Card -,-19.99,9092 Statement Sep 2024.pdf
2024-10-16,Card Purchase 10/15 Parchment-Univ Docs 480-719-1646 AZ Card -,-16.00,9092 Statement Sep 2024.pdf
2024-10-16,Card Purchase 10/15 Ap Score Report 888-2255427 NY Card 5058 -,-15.00,9092 Statement Sep 2024.pdf
2024-10-18,Card Purchase With Pin 10/18 Orkin LLC 002 Atlanta GA Card 5058 -,-56.00,9092 Statement Oct 2024.pdf
2024-10-21,Card Purchase 10/20 Dd *Doordash Cvs 855-431-0459 CA Card -,-29.36,9092 Statement Oct 2024.pdf
2024-10-21,Card Purchase 10/17 Safeway #0793 Arcata CA Card 5058 -,-4.87,9092 Statement Oct 2024.pdf
2024-10-24,"Card Purchase 10/24 Csc Serviceworks, Inc. Plainview NY Card 5058 -",-30.00,9092 Statement Oct 2024.pdf
2024-11-01,Card Purchase 11/01 Shockbyte Pty Ltd 0423137366 Card 5058 -,-23.99,9092 Statement Oct 2024.pdf
2024-11-01,Recurring Card Purchase 11/01 Gradguard-Renters IN Gradguard.Com AZ -,-14.70,9092 Statement Oct 2024.pdf
2024-11-04,Card Purchase 11/01 Dd *Doordash Ralibert 855-431-0459 CA Card -,-24.12,9092 Statement Oct 2024.pdf
2024-11-05,Card Purchase 11/04 Dd *Doordash Arcatapi 855-431-0459 CA Card -,-30.41,9092 Statement Oct 2024.pdf
2024-11-06,Card Purchase 11/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Oct 2024.pdf
2024-11-12,Card Purchase 11/09 Dd *Doordash Ralibert 855-431-0459 CA Card -,-30.12,9092 Statement Oct 2024.pdf
2024-11-12,Card Purchase 11/12 Steamgames.Com 4259522 425-8899642 WA -,-19.98,9092 Statement Oct 2024.pdf
2024-11-12,Card Purchase 11/11 Dd *Doordash Ralibert 855-431-0459 CA Card -,-23.15,9092 Statement Oct 2024.pdf
2024-11-18,Card Purchase 11/18 Steamgames.Com 4259522 425-8899642 WA -,-49.99,9092 Statement Oct 2024.pdf
2024-11-18,Card Purchase 11/16 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Oct 2024.pdf
2024-11-18,Card Purchase 11/18 Wl *Steam Purchase 425-889-9642 WA Card -,-19.99,9092 Statement Oct 2024.pdf
2024-11-18,Card Purchase With Pin 11/18 Orkin LLC 002 Atlanta GA Card 5058 -,-56.00,9092 Statement Oct 2024.pdf
2024-11-19,Card Purchase 11/18 Wl *Steam Purchase 425-9522985 WA Card -,-19.99,9092 Statement Nov 2024.pdf
2024-11-21,Card Purchase 11/20 Dd *Doordash Tandoori 855-431-0459 CA Card -,-31.43,9092 Statement Nov 2024.pdf
2024-11-25,Card Purchase With Pin 11/23 Uber *Trip San Francisco CA Card 5058 -,-23.38,9092 Statement Nov 2024.pdf
2024-11-25,Card Purchase 11/23 United 01644515016 United.Com TX Card -,-40.00,9092 Statement Nov 2024.pdf
2024-11-25,Card Purchase With Pin 11/23 Uber *Eats San Francisco CA Card 5058 -,-21.78,9092 Statement Nov 2024.pdf
2024-11-25,Card Purchase 11/23 Rendezvous Music N Ve Arcata CA Card 5058 -,-2.45,9092 Statement Nov 2024.pdf
2024-11-25,Card Purchase With Pin 11/25 Sharetea Beaumon Beaumont CA Card -,-7.65,9092 Statement Nov 2024.pdf
2024-11-26,Card Purchase 11/25 IN-N-Out Beaumont Beaumont CA Card 5058 -,-8.84,9092 Statement Nov 2024.pdf
2024-11-26,Card Purchase 11/26 Wingstop 835 310-097-3152 CA Card 5058 -,-22.39,9092 Statement Nov 2024.pdf
2024-11-27,Card Purchase 11/27 Dd *Doordash Popeyesl 855-431-0459 CA Card -,-20.10,9092 Statement Nov 2024.pdf
2024-12-02,Recurring Card Purchase 12/01 Gradguard-Renters IN Gradguard.Com AZ -,-14.70,9092 Statement Nov 2024.pdf
2024-12-02,Payment Sent 12/01 Cash App*Chaz 800-9691940 CA Card 5058 -,-10.00,9092 Statement Nov 2024.pdf
2024-12-02,Card Purchase 12/01 United 01644533336 Houston TX Card 5058 -,-40.00,9092 Statement Nov 2024.pdf
2024-12-02,Card Purchase With Pin 12/01 Uber Trip* Trip San Francisco CA Card 5058 -,-51.69,9092 Statement Nov 2024.pdf
2024-12-04,Card Purchase 12/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-12.98,9092 Statement Nov 2024.pdf
2024-12-09,Card Purchase 12/07 Dd *Doordash Tandoori 855-431-0459 CA Card -,-25.79,9092 Statement Nov 2024.pdf
2024-12-09,Card Purchase 12/09 Dd *Doordash Nascarte 855-431-0459 CA Card -,-3.25,9092 Statement Nov 2024.pdf
2024-12-09,Card Purchase 12/07 Steamgames.Com 4259522 425-8899642 WA -,-19.99,9092 Statement Nov 2024.pdf
2024-12-09,Card Purchase 12/07 Dd *Doordashdashpass Www.Doordash. CA -,-9.99,9092 Statement Nov 2024.pdf
2024-12-09,Card Purchase 12/09 Dd *Doordash Pardonmy 855-431-0459 CA -,-26.45,9092 Statement Nov 2024.pdf
2024-12-11,Card Purchase 12/10 Rendezvous Music N Ve Eureka CA Card 5058 -,-3.45,9092 Statement Nov 2024.pdf
2024-12-16,Card Purchase 12/16 Dd *Doordash Pardonmy 855-431-0459 CA -,-26.02,9092 Statement Nov 2024.pdf
2024-12-18,Card Purchase 12/17 Dd Doordash Wingstop 855-973-1040 CA Card -,-22.65,9092 Statement Jan 2024.pdf
2024-12-18,Card Purchase 12/17 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Jan 2024.pdf
2024-12-19,Card Purchase 12/18 Raising Canes 0470 Beaumont CA Card 5058 -,-12.92,9092 Statement Jan 2024.pdf
2024-12-27,Card Purchase 12/27 Wl *Steam Purchase 425-889-9642 WA Card -,-29.99,9092 Statement Jan 2024.pdf
2024-12-29,Card Purchase 12/29 Dd Doordash Popeyeslo 855-973-1040 CA -,-19.75,9092 Statement Jan 2024.pdf
2024-12-29,Recurring Card Purchase 12/29 Linkedin Pre 905433749 855-6535653 CA -,-39.99,9092 Statement Jan 2024.pdf
2025-01-21,ATM Cash Deposit 01/18 1693 E 2ND St Beaumont CA Card 5058,2000.00,9092 Statement Jan 2025.pdf
2025-01-21,ATM Cash Deposit 01/19 1693 E 2ND St Beaumont CA Card 5058,2000.00,9092 Statement Jan 2025.pdf
2025-01-21,Card Purchase 01/15 Paypal *Sctradegrou 31154150 Card 5058 -,-29.99,9092 Statement Jan 2025.pdf
2025-01-21,Payment Sent 01/19 Apple Cash Balance Ad 877-233-8552 CA Card -,-13.20,9092 Statement Jan 2025.pdf
2025-01-21,Card Purchase With Pin 01/18 Wal-Mart #5156 Beaumont CA Card 5058 -,-7.00,9092 Statement Jan 2025.pdf
2025-01-21,Card Purchase 01/20 Wl *Steam Purchase 425-889-9642 WA Card -,-3.98,9092 Statement Jan 2025.pdf
2025-01-21,Card Purchase With Pin 01/19 Sharetea Beaumon Beaumont CA Card -,-7.32,9092 Statement Jan 2025.pdf
2025-01-21,Card Purchase With Pin 01/21 7-Eleven San Bernardin CA Card 5058 -,-20.06,9092 Statement Jan 2025.pdf
2025-01-22,Card Purchase 01/21 Csusb 800-3398131 CA Card 5058 -,-4228.04,9092 Statement Jan 2025.pdf
2025-01-22,Card Purchase With Pin 01/22 Arco #42405 Ampm Beaumont CA Card -,-25.61,9092 Statement Jan 2025.pdf
2025-01-22,Card Purchase 01/21 Csusb 800-3398131 CA Card 5058 -,-112.04,9092 Statement Jan 2025.pdf
2025-01-23,Card Purchase 01/23 Shockbyte Pty Ltd 0423137366 Card 5058 -,-19.99,9092 Statement Jan 2025.pdf
2025-01-24,Card Purchase 01/23 Csusb Parking 909-5375912 CA Card 5058 -,-8.47,9092 Statement Jan 2025.pdf
2025-01-27,Card Purchase 01/24 Csusb 800-3398131 CA Card 5058 -,-193.50,9092 Statement Jan 2025.pdf
2025-01-27,Card Purchase 01/25 Dd *Doordash Wingstop Doordash.Com CA -,-20.72,9092 Statement Jan 2025.pdf
2025-01-29,ATM Cash Deposit 01/29 1693 E 2ND St Beaumont CA Card 5058,1400.00,9092 Statement Jan 2025.pdf
2025-01-29,Card Purchase 01/28 Wushiland - San Gabrie San Gabriel CA Card -,-6.05,9092 Statement Jan 2025.pdf
2025-01-29,Card Purchase With Pin 01/28 99 Ranch #1208 San Gabriel CA Card 5058 -,-26.96,9092 Statement Jan 2025.pdf
2025-01-29,Card Purchase 01/27 Carls Jr 1100653 Sn Bernrdno CA Card 5058 -,-15.88,9092 Statement Jan 2025.pdf
2025-01-31,Payment Sent 01/30 Apple Cash Balance Ad 877-233-8552 CA Card -,-54.00,9092 Statement Jan 2025.pdf
2025-01-31,Payment Sent 01/30 Apple Cash Balance Ad 877-233-8552 CA Card -,-10.00,9092 Statement Jan 2025.pdf
2025-01-31,Card Purchase 01/30 Csusb 800-3398131 CA Card 5058 -,-54.00,9092 Statement Jan 2025.pdf
2025-01-31,Card Purchase 01/30 Csusb 800-3398131 CA Card 5058 -,-1.43,9092 Statement Jan 2025.pdf
2025-02-03,Recurring Card Purchase 02/01 Gradguard-Renters IN Gradguard.Com AZ -,-14.70,9092 Statement Jan 2025.pdf
2025-02-03,Card Purchase 02/03 Tm *Ticketmaster 800-653-8000 CA Card 5058 -,-380.41,9092 Statement Jan 2025.pdf
2025-02-03,Card Purchase 02/02 Allianz Event Ins Allianzins.US VA Card 5058 -,-44.00,9092 Statement Jan 2025.pdf
2025-02-04,Card Purchase 02/04 Steamgames.Com 4259522 425-8899642 WA -,-4.99,9092 Statement Jan 2025.pdf
2025-02-06,Card Purchase 02/06 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jan 2025.pdf
2025-02-07,Card Purchase 02/07 Dd *Doordashdashpass Www.Doordash. CA -,-9.99,9092 Statement Jan 2025.pdf
2025-02-10,Card Purchase 02/08 Dd *Doordash Wingstop 855-431-0459 CA Card -,-20.72,9092 Statement Jan 2025.pdf
2025-02-13,Card Purchase 02/13 Apple.Com/Bill 866-712-7753 CA Card 5058 -,-4.99,9092 Statement Jan 2025.pdf
2025-02-18,Card Purchase 02/17 Dd *Doordash Popeyesl 855-431-0459 CA Card -,-19.40,9092 Statement Jan 2025.pdf
2025-02-18,Monthly Service Fee -,-12.00,9092 Statement Jan 2025.pdf
2025-02-19,Card Purchase 02/18 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.20,9092 Statement Feb 2025.pdf
2025-02-20,Card Purchase 02/19 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-14.01,9092 Statement Feb 2025.pdf
2025-02-21,Card Purchase With Pin 02/21 Sharetea Beaumon Beaumont CA Card -,-6.82,9092 Statement Feb 2025.pdf
2025-02-21,Card Purchase With Pin 02/21 Wal Wal-Mart #5156 000 Beaumont CA -,-35.83,9092 Statement Feb 2025.pdf
2025-02-24,Card Purchase 02/23 Shockbyte Pty Ltd 0423137366 Card 5058 -,-19.99,9092 Statement Feb 2025.pdf
2025-02-26,Card Purchase With Pin 02/26 Arco #42405 Ampm Beaumont CA Card -,-50.20,9092 Statement Feb 2025.pdf
2025-02-26,Card Purchase 02/25 Wingstop 835 310-097-3152 CA Card 5058 -,-14.63,9092 Statement Feb 2025.pdf
2025-03-03,Card Purchase 03/03 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Feb 2025.pdf
2025-03-03,Recurring Card Purchase 03/01 Gradguard-Renters IN Gradguard.Com AZ -,-14.70,9092 Statement Feb 2025.pdf
2025-03-05,Card Purchase With Pin 03/05 Arco #42405 Ampm Beaumont CA Card -,-45.35,9092 Statement Feb 2025.pdf
2025-03-05,Card Purchase 03/05 Wl *Steam Purchase 425-9522985 WA Card -,-5.00,9092 Statement Feb 2025.pdf
2025-03-07,Card Purchase 03/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Feb 2025.pdf
2025-03-10,Card Purchase 03/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Feb 2025.pdf
2025-03-10,Card Purchase 03/08 Jersey Mikes 20299 Beaumont CA Card 5058 -,-19.14,9092 Statement Feb 2025.pdf
2025-03-10,Card Purchase 03/08 Dd *Doordash Popeyesl 855-431-0459 CA Card -,-19.69,9092 Statement Feb 2025.pdf
2025-03-12,Card Purchase 03/12 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.10,9092 Statement Feb 2025.pdf
2025-03-13,Card Purchase With Pin 03/13 Arco #42405 Ampm Beaumont CA Card -,-44.15,9092 Statement Feb 2025.pdf
2025-03-14,Card Purchase 03/12 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.10,9092 Statement Feb 2025.pdf
2025-03-17,Card Purchase With Pin 03/16 Shell Service Station Glen Avon CA Card -,-20.00,9092 Statement Feb 2025.pdf
2025-03-17,Card Purchase 03/14 Little Caesars 1232-0 951-845-1777 CA Card -,-10.76,9092 Statement Feb 2025.pdf
2025-03-17,Card Purchase 03/17 IN-N-Out Beaumont Beaumont CA Card 5058 -,-11.69,9092 Statement Feb 2025.pdf
2025-03-17,Monthly Service Fee -,-12.00,9092 Statement Feb 2025.pdf
2025-03-17,Card Purchase 03/14 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement Feb 2025.pdf
2025-03-18,Card Purchase 03/18 Wl *Steam Purchase 425-9522985 WA Card -,-8.99,9092 Statement Mar 2025.pdf
2025-03-18,Card Purchase 03/16 LA Live Parking Los Angeles CA Card 5058 -,-40.00,9092 Statement Mar 2025.pdf
2025-03-19,Card Purchase With Pin 03/19 Arco #42405 Ampm Beaumont CA Card -,-40.56,9092 Statement Mar 2025.pdf
2025-03-24,Card Purchase 03/23 Shockbyte Pty Ltd 0423137366 Card 5058 -,-19.99,9092 Statement Mar 2025.pdf
2025-03-25,Card Purchase With Pin 03/25 Arco #42405 Ampm Beaumont CA Card -,-4.16,9092 Statement Mar 2025.pdf
2025-03-26,Card Purchase 03/25 Wingstop 835 310-097-3152 CA Card 5058 -,-14.00,9092 Statement Mar 2025.pdf
2025-03-27,Card Purchase With Pin 03/27 Wal-Mart #5156 Beaumont CA Card 5058 -,-26.74,9092 Statement Mar 2025.pdf
2025-03-28,Card Purchase 03/27 Dd *Doordash Chipotle 855-431-0459 CA Card -,-19.44,9092 Statement Mar 2025.pdf
2025-03-31,Card Purchase 03/29 Dd *Doordash Darumaya 855-431-0459 CA -,-76.40,9092 Statement Mar 2025.pdf
2025-04-01,Recurring Card Purchase 04/01 Gradguard-Renters IN Gradguard.Com AZ -,-14.70,9092 Statement Mar 2025.pdf
2025-04-02,Card Purchase 04/01 Domino's 8431 951-769-5777 CA Card 5058 -,-17.22,9092 Statement Mar 2025.pdf
2025-04-02,Card Purchase 04/01 Wuthering Waves Hong Kong Card 5058 -,-4.99,9092 Statement Mar 2025.pdf
2025-04-07,Card Purchase 04/05 Domino's 8431 951-769-5777 CA Card 5058 -,-23.68,9092 Statement Mar 2025.pdf
2025-04-07,Card Purchase 04/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Mar 2025.pdf
2025-04-08,Card Purchase 04/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Mar 2025.pdf
2025-04-08,Card Purchase 04/06 Hoyoverse Singapore Card 5058 -,-9.99,9092 Statement Mar 2025.pdf
2025-04-09,Card Purchase With Pin 04/09 Arco #42405 Ampm Beaumont CA Card -,-46.00,9092 Statement Mar 2025.pdf
2025-04-10,Card Purchase Return 04/08 Gradguard-Renters Ins Phoenix AZ Card,14.70,9092 Statement Mar 2025.pdf
2025-04-10,Card Purchase 04/09 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement Mar 2025.pdf
2025-04-11,Card Purchase 04/11 Daveshotchicken Daveshotchick CA Card 5058 -,-15.21,9092 Statement Mar 2025.pdf
2025-04-14,Card Purchase 04/12 Raising Canes 0470 Beaumont CA Card 5058 -,-14.43,9092 Statement Mar 2025.pdf
2025-04-14,Card Purchase 04/13 Domino's 8431 951-769-5777 CA Card 5058 -,-10.76,9092 Statement Mar 2025.pdf
2025-04-15,Monthly Service Fee -,-12.00,9092 Statement Mar 2025.pdf
2025-04-15,Card Purchase 04/14 Wingstop 835 310-097-3152 CA Card 5058 -,-8.62,9092 Statement Mar 2025.pdf
2025-04-17,Card Purchase 04/15 Raising Canes 0470 Beaumont CA Card 5058 -,-12.16,9092 Statement Apr 2025.pdf
2025-04-21,Card Purchase 04/17 Little Caesars 1232-0 951-845-1777 CA Card -,-9.68,9092 Statement Apr 2025.pdf
2025-04-21,Card Purchase With Pin 04/21 Arco #42405 Ampm Beaumont CA Card -,-46.50,9092 Statement Apr 2025.pdf
2025-04-21,Card Purchase 04/18 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-4.99,9092 Statement Apr 2025.pdf
2025-04-22,Card Purchase With Pin 04/22 Wal-Mart #5156 Beaumont CA Card 5058 -,-12.89,9092 Statement Apr 2025.pdf
2025-04-23,Card Purchase 04/21 Raising Canes 0470 Beaumont CA Card 5058 -,-4.43,9092 Statement Apr 2025.pdf
2025-04-28,Card Purchase 04/24 IN-N-Out Beaumont Beaumont CA Card 5058 -,-7.11,9092 Statement Apr 2025.pdf
2025-04-28,Card Purchase 04/27 IN-N-Out Beaumont Beaumont CA Card 5058 -,-7.11,9092 Statement Apr 2025.pdf
2025-04-28,Online Transfer From Sav ...2257 Transaction#: 24570205184,10000.00,9092 Statement Apr 2025.pdf
2025-04-28,Card Purchase 04/27 Dd *Doordash Popeyesl 855-431-0459 CA Card -,-18.54,9092 Statement Apr 2025.pdf
2025-04-29,Card Purchase With Pin 04/29 Arco #42405 Ampm Beaumont CA Card -,-40.54,9092 Statement Apr 2025.pdf
2025-04-30,Card Purchase 04/29 Csusb 800-3398131 CA Card 5058 -,-3373.28,9092 Statement Apr 2025.pdf
2025-04-30,Card Purchase 04/29 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-45.50,9092 Statement Apr 2025.pdf
2025-04-30,Card Purchase 04/29 Csusb 800-3398131 CA Card 5058 -,-89.39,9092 Statement Apr 2025.pdf
2025-04-30,Card Purchase 04/29 Cal Poly Humboldt 800-3398131 CA Card 5058 -,-1717.04,9092 Statement Apr 2025.pdf
2025-05-01,Card Purchase 04/30 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Apr 2025.pdf
2025-05-05,Card Purchase 05/02 Albertsons #3512 Banning CA Card 5058 -,-25.30,9092 Statement Apr 2025.pdf
2025-05-06,Card Purchase 05/06 Wl *Steam Purchase 425-9522985 WA Card -,-6.99,9092 Statement Apr 2025.pdf
2025-05-07,Card Purchase 05/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Apr 2025.pdf
2025-05-08,Card Purchase 05/07 Parchment-Univ Docs 480-719-1646 AZ Card -,-4.00,9092 Statement Apr 2025.pdf
2025-05-08,Card Purchase 05/07 Chili's 1333 Ecomm Https://Prod. CA Card 5058 -,-44.05,9092 Statement Apr 2025.pdf
